ean,descricao,preco,data_coleta,codmunicipio,codestado,rede_fonte,logradouro,bairro,cep,cidade,uf
7896094928046,AAS PROTECT 100MG C/30 CPR REV,18.22,2025-03-10 03:44:32,2927408,29,FARMACIA BRITO,AVENIDA FRANCISCO FRAGA MAIA,MANGABEIRA,44056232,FEIRA DE SANTANA,BA
7896094928046,AAS PROTECT 100MG C/30 CPR REV,18.22,2025-03-10 03:44:32,2927408,29,DROGARIA BRITO,AVENIDA EDUARDO FROES DA MOTA,SOBRADINHO,44021215,FEIRA DE SANTANA,BA
7896094928046,AAS PROTECT 30CPR SANOFI,18.22,2025-03-10 03:44:32,2927408,29,DROGARIAS MEGA DESCONTAO,PRAÇA DA BANDEIRA,CENTRO,44002160,FEIRA DE SANTANA,BA
7896094928046,AAS PROTECT 100MG C/30 CPR REV,18.7,2025-03-10 03:44:32,2927408,29,DROGARIA HIPER ECONOMICA,RUA CINCO,CIDADE NOVA,44053822,FEIRA DE SANTANA,BA
7896094928046,AAS PROTECT 100MG C/30 CPR REV,18.7,2025-03-10 03:44:32,2927408,29,FARMACIA BRITO,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,SAO JOAO,44051900,FEIRA DE SANTANA,BA
7897595903693,AAS PROTECT 100MG CP,18.94,2025-03-10 03:44:32,2927408,29,EMPREENDIMENTOS PAGUE MENOS S/A,AVENIDA GETULIO VARGAS,SANTA MONICA,44077015,FEIRA DE SANTANA,BA
7896094928046,AAS PROTECT 100MG 30 S,19.18,2025-03-10 03:44:32,2927408,29,RAIA DROGASIL S/A,AVENIDA FRANCISCO FRAGA MAIA,MANGABEIRA,44056232,FEIRA DE SANTANA,BA
7897595903693,AAS PROTECT 100MG CP,19.19,2025-03-10 03:44:32,2927408,29,FARMACIA PAGUE MENOS,AVENIDA MARIA QUITERIA,SAO JOAO,44051682,FEIRA DE SANTANA,BA
7896094928107,AAS INFANTIL 100MG C/30 CPR,20.1,2025-03-10 03:44:32,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,PONTO CENTRAL,44075432,FEIRA DE SANTANA,BA
7896094928107,AAS INFANTIL 100MG C/30 CPR,20.63,2025-03-10 03:44:32,2927408,29,DROGARIA HIPER ECONOMICA,RUA BARTOLOMEU DE GUSMAO,CAMPO LIMPO,44032221,FEIRA DE SANTANA,BA
7896094928107,AAS INFANTIL 100MG C/30 CPR,20.63,2025-03-10 03:44:32,2927408,29,FARMACIA BRITO,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,SAO JOAO,44051335,FEIRA DE SANTANA,BA
7896094928107,AAS INFANTIL 100MG C/30 CPR,20.63,2025-03-10 03:44:32,2927408,29,FARMACIA BRITO,AVENIDA FRANCISCO FRAGA MAIA,MANGABEIRA,44056232,FEIRA DE SANTANA,BA
7896094928107,AAS INFANTIL 100MG C/30 CPR,20.63,2025-03-10 03:44:32,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,CENTRO,44001525,FEIRA DE SANTANA,BA
7896523214641,CICLOBENZAPRINA 10MG,3.61,2025-03-10 03:44:43,2927408,29,FARMACIA PAGUE MENOS,AVENIDA FERNANDO PINTO QUEIROZ,SIM,44085620,FEIRA DE SANTANA,BA
7896523214641,CICLOBENZAPRINA 10MG,3.67,2025-03-10 03:44:43,2927408,29,FARMACIA PAGUE MENOS,AVENIDA MARIA QUITERIA,SAO JOAO,44051682,FEIRA DE SANTANA,BA
7898060139920,CICLOBENZAPRINA GLOBO 5MG 30CPR,5.89,2025-03-10 03:44:43,2927408,29,DROGARIA MEGA DESCONTAO,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7898060139920,CICLOBENZAPRINA GLOBO 5MG 30CPR,5.89,2025-03-10 03:44:43,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA MARIA QUITERIA,CENTRO,44001008,FEIRA DE SANTANA,BA
7898060139920,CICLOBENZAPRINA 5MG 30CP GLOBO,5.89,2025-03-10 03:44:43,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA FRANCISCO FRAGA MAIA,MANGABEIRA,44056232,FEIRA DE SANTANA,BA
7898060139920,CICLOBENZAPRINA GLOBO 5MG 30CPR,5.89,2025-03-10 03:44:43,2927408,29,DROGARIAS MEGA DESCONTAO,RUA CONSELHEIRO FRANCO,CENTRO,44002128,FEIRA DE SANTANA,BA
7898060139920,CICLOBENZAPRINA 5MG 30CP GLOBO,5.89,2025-03-10 03:44:43,2927408,29,DROGARIAS MEGA DESCONTAO,RUA CINCO,CIDADE NOVA,44053822,FEIRA DE SANTANA,BA
7898060139920,CICLOBENZAPRINA GLOBO 5MG 30CPR,5.89,2025-03-10 03:44:43,2927408,29,DROGARIA MEGA DESCONTAO,AVENIDA ARTEMIA PIRES FREITAS,SIM,44085370,FEIRA DE SANTANA,BA
7898060139920,CICLOBENZAPRINA 5MG 30CP GLOBO,5.89,2025-03-10 03:44:43,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA GETULIO VARGAS,CENTRO,44001192,FEIRA DE SANTANA,BA
7898060139920,CICLOBENZAPRINA GLOBO 5MG 30CPR,5.89,2025-03-10 03:44:43,2927408,29,DROGARIAS MEGA DESCONTAO,PRAÇA DA BANDEIRA,CENTRO,44002160,FEIRA DE SANTANA,BA
7898060139913,CLORIDRATO DE CICLOBENZAPRINA 5MG C,5.98,2025-03-10 03:44:43,2927408,29,FARMACIA HIPER POPULAR,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7899095204188,CICLOBENZAPRINA 5 MG C15 COMP,6.65,2025-03-10 03:44:43,2927408,29,FARMACIA HIPER POPULAR,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7896523214658,CICLOBENZAPRINA 10MG,6.67,2025-03-10 03:44:43,2927408,29,FARMACIA PAGUE MENOS,AVENIDA MARIA QUITERIA,PONTO CENTRAL,44075005,FEIRA DE SANTANA,BA
7895296033053,CLOR CICLOBENZAPRINA 10MG CPR C15 (G)NO,6.99,2025-03-10 03:44:43,2927408,29,FARMACIA ULTRA ECONOMICA,RUA CONSELHEIRO FRANCO,CENTRO,44002272,FEIRA DE SANTANA,BA
7896523214658,CICLOBENZAPRINA 10MG,7.16,2025-03-10 03:44:43,2927408,29,FARMACIA PAGUE MENOS,AVENIDA GETULIO VARGAS,A CENTRO,44001525,FEIRA DE SANTANA,BA
7896523214658,CICLOBENZAPRINA 10MG,7.42,2025-03-10 03:44:44,2927408,29,FARMACIA PAGUE MENOS,AVENIDA SENHOR DOS PASSOS 1.176 CENTRO,,44003144,FEIRA DE SANTANA,BA
7895296033053,CLOR DE CICLOBENZAPRINA 10MG C/15 CPR(NOV),7.56,2025-03-10 03:44:44,2927408,29,FARMACIA BRITO,AVENIDA FRANCISCO FRAGA MAIA,MANGABEIRA,44056232,FEIRA DE SANTANA,BA
7895296033053,CLOR DE CICLOBENZAPRINA 10MG C/15 CPR(NOV),7.56,2025-03-10 03:44:44,2927408,29,FARMACIA BRITO,AVENIDA SENHOR DOS PASSOS,CENTRO,44002205,FEIRA DE SANTANA,BA
7895296033053,CLOR DE CICLOBENZAPRINA 10MG C/15 CPR(NOV),7.56,2025-03-10 03:44:44,2927408,29,DROGARIA HIPER ECONOMICA,RUA MARECHAL DEODORO,CENTRO,44002064,FEIRA DE SANTANA,BA
7896523214641,CICLOBENZAPRINA 10MG 15CPR CIM,7.63,2025-03-10 03:44:44,2927408,29,FARMACIA DO CAROA,RUA VOLUNTARIOS DA PATRIA,SOBRADINHO,44021075,FEIRA DE SANTANA,BA
7899547501667,CICLOBENZAPRINA PRATI 10MG 15 CPS,7.64,2025-03-10 03:44:44,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA FRANCISCO FRAGA MAIA,MANGABEIRA,44056232,FEIRA DE SANTANA,BA
7899547501667,CICLOBENZAPRINA PRATI 10MG 15 CPS,7.64,2025-03-10 03:44:44,2927408,29,DROGARIAS MEGA DESCONTAO,RUA CINCO,CIDADE NOVA,44053822,FEIRA DE SANTANA,BA
7899547501667,CICLOBENZAPRINA PRATI 10MG 15 CPS,7.64,2025-03-10 03:44:44,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA GETULIO VARGAS,CENTRO,44001192,FEIRA DE SANTANA,BA
7896004726908,CLORIDRATO DE CICLOBENZAPRINA 10MG 10CP REV,7.73,2025-03-10 03:44:44,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,CASEB,44052032,FEIRA DE SANTANA,BA
7896004726908,CICLOBENZAPRINA 10MG 10CPR EMS,7.86,2025-03-10 03:44:44,2927408,29,FARMACIA DO CAROA,RUA VOLUNTARIOS DA PATRIA,SOBRADINHO,44021075,FEIRA DE SANTANA,BA
7896004771762,CILOSTAZOL 50MG C/60 CPR(EMS),15.55,2025-03-10 03:44:54,2927408,29,DROGARIA HIPER ECONOMICA,RUA MARECHAL DEODORO,CENTRO,44002064,FEIRA DE SANTANA,BA
7896004771762,CILOSTAZOL 50MG C/60 CPR(EMS),16.42,2025-03-10 03:44:54,2927408,29,DROGARIA BRITO,RUA A,CALUMBI,44009060,FEIRA DE SANTANA,BA
7896004771762,CILOSTAZOL 50MG C/60 CPR(EMS),16.42,2025-03-10 03:44:54,2927408,29,DROGARIA HIPER ECONOMICA,RUA CINCO,CIDADE NOVA,44053822,FEIRA DE SANTANA,BA
7896004771762,CILOSTAZOL 50MG C/60 CPR(EMS),16.42,2025-03-10 03:44:54,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,PONTO CENTRAL,44075432,FEIRA DE SANTANA,BA
7896004771762,CILOSTAZOL 50 EMG 60 S,17.37,2025-03-10 03:44:54,2927408,29,RAIA DROGASIL S/A,AVENIDA GETULIO VARGAS,CENTRO,44001192,FEIRA DE SANTANA,BA
7896181925828,CILOSTAZOL 50 ACG 60 S,19.42,2025-03-10 03:44:54,2927408,29,RAIA DROGASIL S/A,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,CASEB,44052004,FEIRA DE SANTANA,BA
7891317435943,CILOSTAZOL 100 EUG 30S,20.73,2025-03-10 03:44:54,2927408,29,RAIA DROGASIL S/A,AVENIDA MARIA QUITERIA,CENTRO,44075005,FEIRA DE SANTANA,BA
7896004771762,CILOSTAZOL EMS 50MG 60CPR,21.63,2025-03-10 03:44:55,2927408,29,FARMACIAS DA ECONOMIA,RUA ANDARAI,A JARDIM CRUZEIRO,44024264,FEIRA DE SANTANA,BA
7896004771762,CILOSTAZOL EMS 50MG 60CPR,21.63,2025-03-10 03:44:55,2927408,29,FARMACIAS DA ECONOMIA,AVENIDA GETULIO VARGAS,CENTRO,44001525,FEIRA DE SANTANA,BA
7891317017019,CILOSTAZOL 50MG 60 S,22.59,2025-03-10 03:44:55,2927408,29,RAIA DROGASIL S/A,AVENIDA GETULIO VARGAS,CAPUCHINHOS,44076015,FEIRA DE SANTANA,BA
7891317435943,CILOSTAZOL EUR 100MG 30CPR,23.9,2025-03-10 03:44:55,2927408,29,FARMACIAS DA ECONOMIA,RUA COMENDADOR GOMES,TOMBA,44091238,FEIRA DE SANTANA,BA
7891317435943,CILOSTAZOL 100MG C/30 CPR(EUR),25.5,2025-03-10 03:44:55,2927408,29,FARMACIA BRITO,RUA VOLUNTARIOS DA PATRIA,SOBRADINHO,44021075,FEIRA DE SANTANA,BA
7896004761305,CILOSTAZOL 100MG CPD,25.7,2025-03-10 03:44:55,2927408,29,FARMACIA PAGUE MENOS,AVENIDA MARIA QUITERIA,PONTO CENTRAL,44075005,FEIRA DE SANTANA,BA
7891317435943,CILOSTAZOL 100 EUG 30S,26.42,2025-03-10 03:44:55,2927408,29,RAIA DROGASIL S/A,AVENIDA GETULIO VARGAS,CAPUCHINHOS,44076015,FEIRA DE SANTANA,BA
7891317435943,CILOSTAZOL EUR 100MG 30CPR,26.56,2025-03-10 03:44:55,2927408,29,DROGARIAS MEGA DESCONTAO,RUA PAPA JOAO XXIII,TOMBA,44090652,FEIRA DE SANTANA,BA
7891317435943,CILOSTAZOL EUR 100MG 30CPR,26.56,2025-03-10 03:44:55,2927408,29,DROGARIAS MEGA DESCONTAO,PRAÇA DA BANDEIRA,CENTRO,44002160,FEIRA DE SANTANA,BA
7891317017019,CILOSTAZOL 50MG C/60 CPR(EUR),27.0,2025-03-10 03:44:55,2927408,29,FARMACIA BRITO,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,SAO JOAO,44051335,FEIRA DE SANTANA,BA
7896004761305,CILOSTAZOL 100MG CPD,27.84,2025-03-10 03:44:55,2927408,29,FARMACIA PAGUE NEMOS,AVENIDA GETULIO VARGAS,CAPUCHINHOS,44077005,FEIRA DE SANTANA,BA
7896004761299,CILOSTAZOL EMS 100MG 30CPR,27.91,2025-03-10 03:44:55,2927408,29,FARMACIAS DA ECONOMIA,AVENIDA GETULIO VARGAS,CENTRO,44001525,FEIRA DE SANTANA,BA
7896004761299,CILOSTAZOL 100MG C/30 CPR(EMS),28.12,2025-03-10 03:44:55,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,PONTO CENTRAL,44075432,FEIRA DE SANTANA,BA
7896004761299,CILOSTAZOL 100MG C/30 CPR(EMS),28.12,2025-03-10 03:44:55,2927408,29,DROGARIA BRITO,RUA A,CALUMBI,44009060,FEIRA DE SANTANA,BA
7896181925859,CILOSTAZOL BIO 100MG 30CPR,28.74,2025-03-10 03:44:55,2927408,29,FARMACIAS DA ECONOMIA,AVENIDA GETULIO VARGAS,CAPUCHINHOS,44076405,FEIRA DE SANTANA,BA
7891317017019,CILOSTAZOL (EURO) 50MG C/,28.75,2025-03-10 03:44:55,2927408,29,DROGARIAS MEGA DESCONTAO,RUA PAPA JOAO XXIII,TOMBA,44090652,FEIRA DE SANTANA,BA
7891317017019,CILOSTAZOL (EURO) 50MG C/,28.75,2025-03-10 03:44:55,2927408,29,DROGARIAS MEGA DESCONTAO,RUA CARLOS GOMES,CENTRO,44002184,FEIRA DE SANTANA,BA
7896004761305,CILOSTAZOL 100MG C/60 CPR(EMS),31.18,2025-03-10 03:44:56,2927408,29,FARMACIA BRITO,AVENIDA MARIA QUITERIA,PONTO CENTRAL,44075005,FEIRA DE SANTANA,BA
7896112119609,CIMETIDINA 200MG C/20 CPR,16.83,2025-03-10 03:45:05,2927408,29,FARMACIA BRITO,CAMINHO,02 MANGABEIRA,44056140,FEIRA DE SANTANA,BA
7897076910905,CINARIZINA 25MG CPD/,8.11,2025-03-10 03:45:15,2927408,29,FARMACIA PAGUE MENOS,AVENIDA SENHOR DOS PASSOS 1.176 CENTRO,,44003144,FEIRA DE SANTANA,BA
7896714203515,CINARIZINA (FLUXON) 25MG 30CPR NEO,8.33,2025-03-10 03:45:16,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA GETULIO VARGAS,CENTRO,44001192,FEIRA DE SANTANA,BA
7897076910905,CINARIZINA 25MG CPD/,11.49,2025-03-10 03:45:16,2927408,29,FARMACIA PAGUE MENOS,AVENIDA MARIA QUITERIA,SAO JOAO,44051682,FEIRA DE SANTANA,BA
N/A,CIPROFLOXACINO CLORID 500MG CMP C/300 G,0.22,2025-03-10 03:45:56,2927408,29,FABMED,RUA CONDE DO ARCO,SUBAE,44094588,FEIRA DE SANTANA,BA
N/A,CIPROFLOXACINO 2MG/ML 100ML BOLSA C/60 G,7.5,2025-03-10 03:45:56,2927408,29,FABMED,RUA CONDE DO ARCO,SUBAE,44094588,FEIRA DE SANTANA,BA
7896523209647,CIPROFLOXACINO CIMED 500X,8.0,2025-03-10 03:45:56,2927408,29,DROGARIAS MEGA DESCONTAO,RUA PAPA JOAO XXIII,TOMBA,44090652,FEIRA DE SANTANA,BA
N/A,CIPROFLOXACINO 2MG/ML 100ML BOLSA C/60 G,8.45,2025-03-10 03:45:56,2927408,29,ZUCK,RUA BUENÓPOLIS,A 35º BI,44094594,FEIRA DE SANTANA,BA
7896004778198,CLOR DE CIPROFLOXACINO 500MG C/14 CPR REV,9.89,2025-03-10 03:45:56,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,CENTRO,44001496,FEIRA DE SANTANA,BA
7896004778198,CLOR DE CIPROFLOXACINO 500MG C/14 CPR REV,9.89,2025-03-10 03:45:56,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,PONTO CENTRAL,44075432,FEIRA DE SANTANA,BA
7896004778198,CLOR DE CIPROFLOXACINO 500MG C/14 CPR REV,9.89,2025-03-10 03:45:56,2927408,29,FARMACIA BRITO,AVENIDA MARIA QUITERIA,PONTO CENTRAL,44075005,FEIRA DE SANTANA,BA
7896004778198,CIPROFLOXACINO NOVA QUIMICA 500MG 14CPR,9.98,2025-03-10 03:45:56,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA MARIA QUITERIA,CENTRO,44001008,FEIRA DE SANTANA,BA
7896004778198,CIPROFLOXACINO NOVA QUIMICA 500MG 14CPR,9.98,2025-03-10 03:45:56,2927408,29,DROGARIA MEGA DESCONTAO,AVENIDA ARTEMIA PIRES FREITAS,SIM,44085370,FEIRA DE SANTANA,BA
7896714221380,CLOR DE CIPROFLOXACINO 500MG C/14 CPR REV(NEO),11.54,2025-03-10 03:45:57,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,PONTO CENTRAL,44075432,FEIRA DE SANTANA,BA
7896714221380,CLOR DE CIPROFLOXACINO 500MG C/14 CPR REV(NEO),11.6,2025-03-10 03:45:57,2927408,29,FARMACIA BRITO,CAMINHO,02 MANGABEIRA,44056140,FEIRA DE SANTANA,BA
7896714221380,CLOR DE CIPROFLOXACINO 500MG C/14 CPR REV(NEO),11.6,2025-03-10 03:45:57,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,CENTRO,44001496,FEIRA DE SANTANA,BA
7896523209647,CIPROFLOXACINO CIMED 500X,11.94,2025-03-10 03:45:57,2927408,29,DROGARIA MEGA DESCONTAO,AVENIDA ARTEMIA PIRES FREITAS,SIM,44085370,FEIRA DE SANTANA,BA
7896523209647,CIPROFLOXACINO CIMED 500X,11.94,2025-03-10 03:45:57,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA MARIA QUITERIA,CENTRO,44001008,FEIRA DE SANTANA,BA
7896523209647,CIPROFLOXACINO CIMED 500X,11.94,2025-03-10 03:45:57,2927408,29,DROGARIA MEGA DESCONTAO,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7896523209647,CIPROFLOXACINO CIMED 500X,11.94,2025-03-10 03:45:57,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA SENHOR DOS PASSOS,CENTRO,44002200,FEIRA DE SANTANA,BA
7896523209647,CIPROFLOXACINO CIMED 500X,11.94,2025-03-10 03:45:57,2927408,29,DROGARIAS MEGA DESCONTAO,RUA CARLOS GOMES,CENTRO,44002184,FEIRA DE SANTANA,BA
7896523209647,CIPROFLOXACINO CIMED 500X,11.94,2025-03-10 03:45:57,2927408,29,ICL FARMACIA LTDA,AVENIDA GETULIO VARGAS,PONTO CENTRAL,44075432,FEIRA DE SANTANA,BA
7896523209647,CIPROFLOXACINO CIMED 500MG 14CP,11.96,2025-03-10 03:45:57,2927408,29,DROGARIAS MEGA DESCONTAO,RUA CINCO,CIDADE NOVA,44053822,FEIRA DE SANTANA,BA
7898148291984,CIPROFLOXACINO PRAT 500MG C/14CPR,12.49,2025-03-10 03:45:57,2927408,29,DROGARIAS MEGA DESCONTAO,RUA PRIMAVERA,CAMPO LIMPO,44032042,FEIRA DE SANTANA,BA
7898216360185,CLOR CIPROFLOXACINO 500MG CPR C14 G PHA,12.99,2025-03-10 03:45:57,2927408,29,FARMACIA ULTRA ECONOMICA,PRAÇA DA BANDEIRA,CENTRO,44002160,FEIRA DE SANTANA,BA
7896714221380,CL CIPROFLOXACINO,14.01,2025-03-10 03:45:57,2927408,29,FARMACIA PAGUE MENOS,AVENIDA FERNANDO PINTO QUEIROZ,SIM,44085620,FEIRA DE SANTANA,BA
7897595602404,CLOR DE CIPROFLOXACINO 500MG C/14 CPR REV(SAN),14.3,2025-03-10 03:45:57,2927408,29,FARMACIA BRITO,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,SAO JOAO,44051335,FEIRA DE SANTANA,BA
N/A,S CIPROFLOXACINO 500MG C14 COMP TOD,15.0,2025-03-10 03:45:57,2927408,29,FARMACIA HIPER POPULAR,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7897595602404,CLOR DE CIPROFLOXACINO 500MG C/14 CPR REV(SAN),15.1,2025-03-10 03:45:58,2927408,29,DROGARIA BRITO,RUA A,CALUMBI,44009060,FEIRA DE SANTANA,BA
N/A,CIPROTERONA 50 BG 20C,81.99,2025-03-10 03:46:07,2927408,29,DROGARIA SAO PAULO,AVENIDA GETULIO VARGAS,CENTRO,44001496,FEIRA DE SANTANA,BA
N/A,CITALOPRAM 20MG C/300 CMP (C1) G,0.14,2025-03-10 03:46:17,2927408,29,ZUCK,RUA BUENÓPOLIS,A 35º BI,44094594,FEIRA DE SANTANA,BA
7899547500097,CITALOPRAM PRATI 20MG 30CPR,10.91,2025-03-10 03:46:17,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA MARIA QUITERIA,CENTRO,44001008,FEIRA DE SANTANA,BA
7899547500097,CITALOPRAM PRATI 20MG 30CPR,10.91,2025-03-10 03:46:17,2927408,29,DROGARIA MEGA DESCONTAO,AVENIDA ARTEMIA PIRES FREITAS,SIM,44085370,FEIRA DE SANTANA,BA
7895296408011,CITALOPRAM NQ 20MG 30CPR,13.31,2025-03-10 03:46:17,2927408,29,DROGARIAS MEGA DESCONTAO,RUA PRIMAVERA,CAMPO LIMPO,44032042,FEIRA DE SANTANA,BA
7895296408011,BROMIDRATO DE CITALOPRAM 20MG C/30 CPR REV(NOV),19.32,2025-03-10 03:46:17,2927408,29,FARMACIA BRITO,RUA VOLUNTARIOS DA PATRIA,SOBRADINHO,44021075,FEIRA DE SANTANA,BA
7895296408011,BROMIDRATO DE CITALOPRAM 20MG C/30 CPR REV(NOV),19.32,2025-03-10 03:46:17,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,CENTRO,44001525,FEIRA DE SANTANA,BA
7895296408011,BROMIDRATO DE CITALOPRAM 20MG C/30 CPR REV(NOV),19.32,2025-03-10 03:46:18,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,CENTRO,44001496,FEIRA DE SANTANA,BA
7896004731186,BROMIDRATO DE CITALOPRAM 20MG 30CP REV,20.8,2025-03-10 03:46:18,2927408,29,FARMACIAS NORDESTE,RUA VISCONDE DO RIO BRANCO,CENTRO,44002172,FEIRA DE SANTANA,BA
7899547500097,BROMIDRATO DE CITALOPRAM 20MG 30CP REV,20.99,2025-03-10 03:46:18,2927408,29,FARMACIAS NORDESTE,RUA VISCONDE DO RIO BRANCO,CENTRO,44002172,FEIRA DE SANTANA,BA
7899547500097,BROMIDRATO DE CITALOPRAM 20MG 30CP REV,20.99,2025-03-10 03:46:18,2927408,29,FARMACIAS NORDESTE,RUA CONSELHEIRO FRANCO,CENTRO,44002128,FEIRA DE SANTANA,BA
7896004731186,BROMIDRATO DE CITALOPRAM 20MG 30CP REV,21.3,2025-03-10 03:46:18,2927408,29,FARMACIAS DO TRABALHADOR DO NORDESTE,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,CASEB,44052004,FEIRA DE SANTANA,BA
7896004731186,BROMIDRATO DE CITALOPRAM 20MG 30CP REV,21.3,2025-03-10 03:46:18,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,RUA MARECHAL DEODORO,CENTRO,44002064,FEIRA DE SANTANA,BA
7899547500097,CITALOPRAM 20MG CPD/,23.45,2025-03-10 03:46:18,2927408,29,FARMACIAS PAGUE MENOS,AVENIDA SENHOR DOS PASSOS 1.382A CENTRO,,44002200,FEIRA DE SANTANA,BA
7896004731186,CITALOPRAM GER 20MG 30CPR,23.5,2025-03-10 03:46:18,2927408,29,FARMACIAS DA ECONOMIA,AVENIDA GETULIO VARGAS,CAPUCHINHOS,44076405,FEIRA DE SANTANA,BA
7896422515580,BROMIDRATO DE CITALOPRAM 20MG C/30 CPR REV(MED),23.69,2025-03-10 03:46:18,2927408,29,FARMACIA BRITO,AVENIDA FRANCISCO FRAGA MAIA,MANGABEIRA,44056232,FEIRA DE SANTANA,BA
7896422515580,BROMIDRATO DE CITALOPRAM 20MG C/30 CPR REV(MED),23.69,2025-03-10 03:46:18,2927408,29,FARMACIA BRITO,AVENIDA SENHOR DOS PASSOS,CENTRO,44002205,FEIRA DE SANTANA,BA
7896004731186,BROMIDRATO DE CITALOPRAM 20MG C2BL X 15 CPR REV,35.88,2025-03-10 03:46:18,2927408,29,J G COMERCIAL FARMACEUTICA LTDA,RUA URANO,JARDIM ACÁCIA,44004544,FEIRA DE SANTANA,BA
